"Minimum","First_Quartile","Median","Mean","Third_Quartile","Maximum","Std_Dev"
-0.676086009999169,-0.52845939024149,-0.52845939024149,-0.19453172029067,-0.475480663182529,2.33414925259902,0.861362882011531
