"Minimum","First_Quartile","Median","Mean","Third_Quartile","Maximum","Std_Dev"
-0.506721699438199,-0.387109074894187,-0.387109074894187,9.15153130463639e-05,-0.345943345139099,3.77094494125926,1.00047468275044
